"","cve_ent","mpio","poblacion_2022","hogrem2015","hogremjefmuj2015","popnoafmed2015","gini2015","popden2020","crimen_2018","crimen_2019","inclusion_fin_2019","porcentaje_pob_pobreza","porcentaje_pob_pobreza_ext","porcentaje_pob_servicios_salud","porcentaje_pob_acceso_ss","pob_6.14_no_edu","rezago_social","grado_rs","feb_2020","march_2020","april_2020","may_2020","june_2020","july_2020","august_2020","sept_2020","oct_2020","nov_2020","dic_2020","jan_2021","feb_2021","mar_2021...32","mar_2021...33","april_2021","may_2021","june_2021","july_2021","august_2021","sept_2021","oct_2021","nov_2021","dic_2021","ent_id","n","entidad"
"336",11016,"Huanimaro",22612,29.994,22.973,5.777,0.378,161.814,75.08,112.02,1.28,49.42,3.98,13.35,80.82,5.85,-0.67,"Bajo",0,0,0,4,7,53,39,12,15,35,41,58,24,14,14,6,6,2,10,23,33,18,4,11,11,21,"Guanajuato"
"337",11017,"Irapuato",610700,5.21,25.836,17.255,0.428,701.587,84.02,91.63,1.46,35.51,4.15,25.12,44.32,7.45,-1.04,"Muy bajo",0,10,21,152,801,1610,1173,658,698,1337,1707,2850,1437,675,675,272,111,88,591,1383,1538,1240,798,1008,11,1045,"Guanajuato"
"338",11018,"Jaral del Progreso",41154,12.215,25.293,8.037,0.37,222.412,87.78,64.84,1.36,54.97,5.91,15.96,65.16,6.31,-0.84,"Muy bajo",0,0,2,4,19,100,151,80,96,132,122,142,84,48,48,28,17,11,51,184,227,134,56,53,11,54,"Guanajuato"
"339",11019,"Jerecuaro",51332,21.876,33.295,7.981,0.39,56.446,52.94,36.27,1.28,58.68,5.79,13.64,81.69,7.81,-0.25,"Bajo",0,0,2,2,38,33,45,60,33,108,142,136,96,53,53,40,27,8,92,376,208,89,48,24,11,42,"Guanajuato"
"340",11020,"Leon",1679610,3.344,26.882,16.686,0.393,1411.214,25.93,35.88,1.79,45.89,6.51,26.72,46.78,7.64,-1.05,"Muy bajo",0,90,87,853,3741,5384,2852,1986,2313,4713,7183,8337,3953,1665,1665,772,265,280,2899,5115,5331,3556,2920,4708,11,2951,"Guanajuato"
"341",11021,"Moroleon",54378,13.24,32.17,21.69,0.398,301.083,42.72,27.09,1.55,46.88,2.8,17.36,77.32,9.1,-0.92,"Muy bajo",0,0,10,1,29,100,124,172,120,163,205,234,113,74,74,36,35,12,129,212,198,120,26,29,11,211,"Guanajuato"
"342",11022,"Ocampo",24758,25.56,27.906,9.546,0.393,25.879,0,28.68,0,51.3,4.63,21.51,83.59,7.97,-0.36,"Bajo",0,0,0,2,12,50,137,55,33,49,46,118,22,44,44,1,2,10,59,73,43,25,10,7,11,25,"Guanajuato"
"343",11023,"Penjamo",159968,18.686,28.443,15.112,0.414,99.664,84.76,74.28,0.95,51.08,6.81,21.22,65.92,6.65,-0.46,"Bajo",0,0,5,15,99,223,240,158,170,207,214,423,205,86,86,31,13,4,69,164,375,325,72,45,11,222,"Guanajuato"
"344",11024,"Pueblo Nuevo",12620,16.125,30.148,12.357,0.377,204.839,82.02,73.41,1.12,43.29,4.21,22.36,74.99,8.46,-0.7,"Bajo",0,0,0,3,12,21,22,11,9,23,40,69,19,7,7,1,0,0,4,10,18,23,23,27,11,34,"Guanajuato"
"345",11025,"Purisima del Rincon",86012,9.696,22.405,14.363,0.342,290.674,44.55,40.34,0.36,42.86,4.22,23.87,69.94,10.87,-0.72,"Muy bajo",0,0,0,1,27,127,93,82,42,147,289,309,87,22,22,7,2,4,22,122,96,78,43,36,11,34,"Guanajuato"
"346",11026,"Romita",62603,14.678,33.091,7.963,0.379,148.758,34.3,29.2,1.13,49.91,4.79,12.83,65.85,7.18,-0.58,"Bajo",0,0,12,39,91,150,78,26,43,180,270,270,101,33,33,15,6,3,23,38,77,37,48,53,11,66,"Guanajuato"
"347",11027,"Salamanca",293293,8.027,27.493,14.682,0.421,366.53,125,143.73,1.48,37.08,3.32,21.05,45.79,5.6,-1.06,"Muy bajo",0,3,45,43,279,679,773,587,544,953,923,792,474,313,313,112,86,108,274,610,588,464,297,339,11,423,"Guanajuato"
"348",11028,"Salvatierra",106978,18.922,28.25,14.537,0.422,161.779,164.31,111.17,0.94,50.97,5.06,21.62,63.91,6.11,-0.73,"Muy bajo",0,0,8,24,85,177,256,238,211,359,443,449,179,85,85,36,45,37,78,382,562,455,104,76,11,206,"Guanajuato"
"349",11029,"San Diego de la Union",41588,26.576,40.939,7.878,0.38,41.462,17.79,7.57,1.07,39.65,3.7,19.9,77.35,5.71,-0.14,"Bajo",0,0,1,8,27,69,131,100,101,100,82,150,86,84,84,18,5,1,38,204,146,78,20,12,11,29,"Guanajuato"
"350",11030,"San Felipe",118417,18.414,30.752,9.828,0.397,40.337,11.32,24.19,0.49,51.91,5.75,22.26,73.67,5.94,-0.25,"Bajo",0,0,0,15,22,137,283,196,205,233,247,391,139,96,96,63,26,19,77,266,321,208,58,46,11,88,"Guanajuato"
"351",11031,"San Francisco del Rincon",125904,8.567,25.628,21.177,0.375,314.798,23.82,70.96,2.39,47.3,4.82,27.42,65.35,10.17,-0.75,"Muy bajo",0,4,2,5,112,333,294,207,119,291,594,532,175,47,47,14,4,9,50,196,162,205,86,102,11,216,"Guanajuato"
"352",11032,"San Jose Iturbide",83562,8.132,25.18,11.264,0.374,167.677,18.25,24.11,1.2,24.24,2.15,28.18,54.08,4.43,-0.93,"Muy bajo",0,0,0,7,57,66,91,90,107,114,135,186,87,51,51,36,11,9,90,523,373,144,42,26,11,132,"Guanajuato"
"353",11033,"San Luis de la Paz",127678,12.348,31.848,15.53,0.394,63.314,25.22,59.35,1.01,51.13,6.53,28.44,71.43,5.76,-0.4,"Bajo",0,1,7,29,74,201,236,209,215,319,244,288,214,149,149,57,47,14,76,459,525,187,56,52,11,151,"Guanajuato"
"354",11034,"Santa Catarina",5584,22.239,38.657,4.657,0.394,29.55,0,0,0,47.18,5.49,6.8,88.38,4.4,0,"Bajo",0,0,0,2,3,1,0,0,0,8,14,6,1,0,0,0,0,0,2,14,16,18,2,1,11,10,"Guanajuato"
"355",11035,"Santa Cruz de Juventino Rosas",88644,12.489,27.902,18.011,0.418,193.905,31.34,24.2,0.81,60.19,8.43,29.43,73.44,8.43,-0.59,"Bajo",0,0,4,52,80,102,81,74,130,294,273,259,86,61,61,54,16,2,46,160,236,255,100,62,11,84,"Guanajuato"
"356",11036,"Santiago Maravatio",7327,28.913,29.661,9.13,0.401,73.756,276.05,231.9,0,53.94,3.65,9.87,77.26,4.98,-0.74,"Muy bajo",0,0,1,23,5,11,21,26,5,27,50,35,20,11,11,3,2,11,41,109,59,32,15,38,11,11,"Guanajuato"
"357",11037,"Silao de la Victoria",201020,5.976,21.824,10.12,0.403,383.049,85.86,85.65,1.61,43.28,4.74,14.08,47.63,5.97,-0.78,"Muy bajo",0,1,3,44,342,643,305,160,163,242,380,652,275,167,167,78,29,18,98,226,264,180,167,115,11,192,"Guanajuato"
"358",11038,"Tarandacuao",12978,23.093,27.237,11.031,0.399,96.294,31.92,47.65,1.08,50.81,3.98,24.7,79.8,7.47,-0.75,"Muy bajo",0,0,0,5,8,18,17,13,13,41,44,71,26,15,15,5,9,3,36,55,86,70,17,10,11,29,"Guanajuato"
"359",11039,"Tarimoro",36574,21.943,26.336,8.604,0.374,108.586,138.44,132.57,0.72,49.95,3.78,12.99,71.09,5.77,-0.63,"Bajo",0,0,0,5,26,34,63,46,20,48,102,119,43,24,24,8,7,5,27,181,114,154,47,29,11,56,"Guanajuato"
"360",11040,"Tierra Blanca",20238,7.511,31.354,7.479,0.398,51.084,20.3,15.1,0,54.05,11.84,26.22,82.31,3.79,0.33,"Medio",0,0,0,8,5,11,14,10,26,22,39,48,8,9,9,8,4,3,9,99,84,33,11,3,11,19,"Guanajuato"
"361",11041,"Uriangato",67184,13.286,30.172,18.685,0.39,540.369,43.55,27.82,1.46,55.33,6.05,27,74.62,8.14,-0.83,"Muy bajo",0,0,7,2,29,73,117,146,163,203,242,306,144,71,71,47,28,5,99,244,249,193,46,29,11,131,"Guanajuato"
"362",11042,"Valle de Santiago",153094,14.709,27.021,15.398,0.409,183.998,66.97,116.05,0.81,47,5.45,24.06,70.1,8.35,-0.68,"Bajo",0,1,6,10,65,343,341,189,145,339,474,470,253,177,177,53,29,11,69,295,480,343,147,84,11,219,"Guanajuato"
"363",11043,"Victoria",21521,14.691,33.264,6.228,0.413,20.386,14.78,4.9,0,49.63,6.61,18.43,81.23,3.36,0.09,"Bajo",0,0,0,2,3,9,12,30,12,20,47,61,16,5,5,2,3,1,25,127,56,32,5,1,11,16,"Guanajuato"
"364",11044,"Villagran",62918,6.588,24.327,11.686,0.372,524.482,52.81,47.52,0.68,36.96,3.86,21.24,39.89,5.13,-1,"Muy bajo",0,0,1,9,55,89,74,77,85,167,156,180,114,38,38,40,19,7,28,105,205,117,48,28,11,62,"Guanajuato"
"365",11045,"Xichu",12285,18.581,33.784,2.165,0.447,12.216,8.29,24.74,0,61.38,7.24,6.59,87.74,6.99,0.45,"Medio",0,0,0,2,3,3,10,8,4,12,28,35,9,0,0,1,0,0,5,31,56,40,16,2,11,11,"Guanajuato"
"366",11046,"Yuriria",73948,31.093,28.574,15.772,0.433,103.504,156.58,66.77,0.36,58.56,9.41,22.83,76.05,7.65,-0.5,"Bajo",0,0,5,4,20,78,142,132,114,138,162,217,72,33,33,14,18,18,67,180,135,61,29,27,11,109,"Guanajuato"
"367",12001,"Acapulco de Juarez",840795,5.689,40.256,19.073,0.42,414.09,97.1,74.05,1.41,52.14,16.73,37.1,55.44,5.05,-0.58,"Bajo",0,22,165,1504,2180,2119,1062,1735,1143,630,776,2250,1064,766,766,533,396,476,7412,4381,594,143,132,265,12,1032,"Guerrero"
"368",12002,"Ahuacuotzingo",27366,15.055,28.881,10.846,0.381,64.894,11.34,15.03,0,93.18,49.59,17.44,91.73,8.74,1.66,"Alto",0,0,2,2,4,22,59,17,1,5,11,2,6,2,2,22,16,0,2,46,29,4,0,0,12,3,"Guerrero"
"369",12003,"Ajuchitlan del Progreso",38895,17.844,29.037,20.596,0.427,18.983,20.31,5.06,0.36,64.69,26.18,50.09,83.52,6.4,0.85,"Medio",0,0,0,3,45,32,19,11,1,8,15,60,30,9,9,5,3,0,7,43,24,6,2,1,12,25,"Guerrero"
"370",12004,"Alcozauca de Guerrero",20112,17.384,29.494,10.776,0.466,38.479,14.65,19.41,0,94.77,59.6,15.55,91.6,13.12,2.07,"Muy alto",0,0,0,0,7,4,4,2,2,1,2,5,14,11,11,10,0,0,9,33,5,1,0,0,12,2,"Guerrero"
"371",12005,"Alpoyeca",6959,22.16,28.889,11.191,0.394,50.277,95.94,13.63,0,70.53,18.7,13.53,85.36,4.33,-0.13,"Bajo",0,0,0,2,0,4,1,2,3,0,2,8,7,2,2,4,0,0,2,43,19,3,0,1,12,4,"Guerrero"
"372",12006,"Apaxtla",11719,23.851,25.821,16.704,0.505,12.965,32,15.96,0,78.23,34.29,53.26,80.61,6.51,0.21,"Medio",0,0,0,3,0,2,2,1,0,5,3,7,0,0,0,1,0,0,2,1,2,4,1,1,12,18,"Guerrero"
"373",12007,"Arcelia",32547,20.262,31.343,14.816,0.487,45.879,9.02,18,1.67,63.93,19.7,43.52,77.79,5.03,-0.19,"Bajo",0,0,0,32,44,23,24,22,7,7,16,42,19,7,7,4,1,3,31,55,28,13,8,1,12,62,"Guerrero"
"374",12008,"Atenango del Rio",8914,22.094,30.556,11.27,0.428,22.936,22.52,22.46,0,73.88,20.92,9.82,85.44,6.96,0.63,"Medio",0,0,1,0,1,1,1,0,6,5,5,1,3,0,0,0,1,0,0,4,2,1,0,0,12,3,"Guerrero"
"375",12009,"Atlamajalcingo del Monte",5284,1.913,26.206,10.811,0.388,29.142,32.54,32.31,0,95.3,66.49,9.48,90.01,8.14,3.06,"Muy alto",0,0,0,0,1,2,2,0,0,1,0,1,1,0,0,2,0,0,0,1,1,1,0,0,12,1,"Guerrero"
"376",12010,"Atlixtac",28136,5.153,30.635,8.864,0.376,41.053,46.33,38.96,0,96.31,57.13,11.47,92.82,7.63,2.35,"Muy alto",0,0,0,1,0,2,0,1,0,0,0,1,1,2,2,6,0,0,2,29,5,0,1,0,12,3,"Guerrero"
"377",12011,"Atoyac de Alvarez",62574,7.791,29.755,10.778,0.402,35.939,45.56,36.04,1.3,52.87,15.22,38.58,73.11,5.1,0.03,"Bajo",0,0,1,7,48,44,58,79,59,34,40,110,55,29,29,9,6,10,241,94,20,4,3,3,12,66,"Guerrero"
"378",12012,"Ayutla de los Libres",70242,10.713,23.264,8.843,0.459,93.994,28.13,41.19,0.64,75.86,28.4,25.51,71.76,7.09,1.6,"Alto",0,0,3,17,28,42,38,12,4,4,3,20,13,68,68,126,76,22,258,130,9,3,9,0,12,51,"Guerrero"
"379",12013,"Azoyu",13164,13.674,30.657,19.993,0.386,19.244,33.02,79.06,0.91,56.53,16.06,39.99,77.76,3.34,0.51,"Medio",0,0,0,0,0,9,14,9,1,0,1,1,15,0,0,13,2,0,44,91,30,3,6,0,12,3,"Guerrero"
"380",12014,"Benito Juarez",15926,12.787,33.013,8.715,0.384,54.201,13.13,19.72,0.87,27.24,4.68,38.29,70.11,4.72,-0.44,"Bajo",0,0,1,1,8,14,8,16,6,10,2,43,21,11,11,11,1,2,82,64,5,3,4,3,12,19,"Guerrero"
"381",12015,"Buenavista de Cuellar",13737,12.429,29.912,13.006,0.386,45.567,15.34,38.3,1.03,52.47,11.17,32.13,74.83,3.87,-0.61,"Bajo",0,0,1,4,8,16,17,8,1,11,12,18,8,8,8,1,3,1,4,12,13,0,1,0,12,20,"Guerrero"
"382",12016,"Coahuayutla de Jose Maria Izazaga",12661,21.904,18.771,4.951,0.369,3.534,7.76,0,0,66.46,22.54,12.57,85.83,14.28,1.85,"Muy alto",0,0,0,1,0,0,2,0,1,0,0,1,2,1,1,0,0,0,0,15,5,0,0,0,12,3,"Guerrero"
"383",12017,"Cocula",14050,23.448,33.378,17.53,0.418,45.929,72.08,13.08,0.91,56.54,17.07,47.03,74.33,9.93,-0.01,"Bajo",0,0,1,1,4,1,3,3,4,9,37,26,12,9,9,0,2,0,2,39,27,12,9,18,12,16,"Guerrero"
"384",12018,"Copala",14641,14.717,33.695,9.571,0.383,41.995,60.81,33.66,0,66.5,21.35,35.06,78.83,4.25,0.18,"Medio",0,0,1,0,2,8,11,14,8,1,0,5,7,8,8,4,1,0,59,70,4,2,0,1,12,10,"Guerrero"
"385",12019,"Copalillo",15096,8.313,29.684,11.462,0.387,17.358,0,13.15,0,94.19,57.78,11.92,91.57,11.54,2.75,"Muy alto",0,0,0,3,4,4,1,0,2,0,3,2,0,1,1,1,0,0,3,10,4,1,0,0,12,5,"Guerrero"
"386",12020,"Copanatoyac",20779,7.177,30.021,9.647,0.407,55.736,35.34,65.23,0,95.34,61.69,13.06,90.91,10.9,2.55,"Muy alto",0,0,0,1,0,1,2,0,0,1,1,5,3,2,2,5,0,0,0,6,1,7,0,1,12,4,"Guerrero"
"387",12021,"Coyuca de Benitez",78931,8.045,32.409,11.188,0.413,45.577,62.02,48.93,0.72,65.54,27.26,41,74.63,4.32,0.15,"Medio",0,0,8,13,18,17,28,48,16,15,22,62,5,4,4,5,9,0,98,87,8,4,1,1,12,51,"Guerrero"
"388",12022,"Coyuca de Catalan",40408,18.826,27.531,23.727,0.394,18.046,56.94,26.09,0,63.61,25.68,47.41,78.69,10.49,0.71,"Medio",0,0,1,12,47,12,21,18,23,24,16,53,10,2,2,2,3,3,57,122,43,22,14,7,12,17,"Guerrero"
"389",12023,"Cuajinicuilapa",27919,25.933,30.952,15.661,0.394,31.066,98.63,101.93,0.51,62.6,16.36,20.09,82.51,6.93,0.35,"Medio",0,0,0,0,2,20,48,24,7,5,1,17,6,9,9,9,5,1,41,136,29,1,2,1,12,33,"Guerrero"
"390",12024,"Cualac",7807,10.156,23.906,7.426,0.38,40.01,13.89,41.5,0,82.2,30.45,12.68,86.35,4.97,0.67,"Medio",0,0,0,0,0,0,2,2,1,0,0,7,4,0,0,10,1,0,2,3,1,0,4,0,12,5,"Guerrero"
"391",12025,"Cuautepec",16569,11.248,24.673,11.258,0.373,41.091,6.51,6.5,0,76.21,32.67,40.6,81.35,3.95,1.07,"Alto",0,0,0,0,5,3,3,1,1,2,1,4,8,12,12,2,0,0,18,22,8,1,0,0,12,6,"Guerrero"
"392",12026,"Cuetzala del Progreso",8951,15.355,28.019,19.301,0.371,16.551,10.79,10.78,0,79.05,33.2,33.07,79.42,6.41,1.24,"Alto",0,0,1,0,0,1,0,1,0,0,3,2,0,3,3,39,0,0,1,1,4,1,1,0,12,4,"Guerrero"
"393",12027,"Cutzamala de Pinzon",20384,39.702,26.788,26.608,0.386,33.607,9.17,9.17,0.62,56.35,17.8,60.9,83.63,11.93,0.21,"Medio",0,0,1,11,12,3,13,6,5,2,3,12,5,1,1,1,1,0,10,27,21,11,3,0,12,12,"Guerrero"
"394",12028,"Chilapa de Alvarez",133299,3.853,32.008,13.29,0.443,222.202,97.57,63.12,0.55,75.24,31.45,33.61,83.73,7.29,1.41,"Alto",0,0,9,16,49,94,34,54,22,25,5,55,35,28,28,21,37,13,181,633,180,25,7,5,12,83,"Guerrero"
"395",12029,"Chilpancingo de los Bravo",284330,3.564,33.931,17.178,0.463,121.174,69.63,48.18,1.56,55.51,20.83,38.56,69.33,4.18,-0.58,"Bajo",0,7,44,232,465,1033,895,1047,507,267,309,889,581,353,353,215,180,101,2645,2986,503,108,56,67,12,480,"Guerrero"
"396",12030,"Florencio Villarreal",21527,15.31,34.443,12.755,0.413,59.667,28.16,28.05,1.32,54.27,15.53,36.96,78.37,5.14,0.23,"Medio",0,0,0,1,13,18,5,6,2,2,0,6,5,17,17,13,18,5,72,117,4,1,1,0,12,22,"Guerrero"
"397",12031,"General Canuto A. Neri",5936,27.704,30.307,20.588,0.4,20.899,32.1,0,0,83.9,30.87,38.06,85.05,5.46,0.78,"Medio",0,0,0,0,1,0,0,0,0,0,1,2,2,4,4,1,0,0,0,0,1,2,0,0,12,4,"Guerrero"
"398",12032,"General Heliodoro Castillo",37840,6.013,24.192,12.338,0.384,23.092,31.7,31.52,0,94.57,57.74,27.04,92.34,7,1.68,"Alto",0,0,0,2,0,1,15,14,28,7,5,8,17,6,6,106,81,2,24,93,61,10,0,0,12,9,"Guerrero"
"399",12033,"Huamuxtitlan",15763,20.79,35.889,7.843,0.398,40.435,13.29,72.84,0,73.91,28.84,30.63,85.48,5.98,-0.23,"Bajo",0,0,4,1,3,16,13,13,12,7,1,8,3,11,11,2,0,2,5,42,25,11,4,1,12,20,"Guerrero"
"400",12034,"Huitzuco de los Figueroa",38696,23.586,33.095,8.54,0.449,39.693,10.25,33.24,1.05,64.21,21.22,18.66,79.3,8,0.38,"Medio",0,0,0,4,18,11,7,24,24,12,35,40,27,29,29,17,7,0,28,101,32,22,2,1,12,39,"Guerrero"
"401",12035,"Iguala de la Independencia",158141,9.558,34.936,17.125,0.45,271.862,77.62,54.35,1.64,54.47,21.15,39.97,65.08,5.17,-0.48,"Bajo",0,0,38,143,88,61,48,48,71,179,572,451,179,162,162,42,28,9,169,452,324,162,80,74,12,279,"Guerrero"
"402",12036,"Igualapa",11614,9.134,34.753,14.996,0.412,44.016,61.82,26.34,1.27,76.06,33.8,48.17,84.83,4.62,0.95,"Medio",0,0,0,0,7,28,16,10,5,2,0,3,2,8,8,12,37,3,26,101,15,3,1,2,12,3,"Guerrero"
"403",12037,"Ixcateopan de Cuauhtemoc",6451,19.441,34.783,9.37,0.416,19.755,14.33,42.88,0,73.61,23.03,16.96,82.71,4.6,0.21,"Medio",0,0,0,0,1,0,1,3,0,0,1,0,0,6,6,2,0,0,60,42,0,1,0,0,12,9,"Guerrero"
"404",12038,"Zihuatanejo de Azueta",130796,6.473,29.47,16.706,0.395,65.574,71.12,80.43,2.01,45.86,11.21,41.03,60.07,5.49,-0.67,"Bajo",0,0,4,19,158,616,297,226,158,59,105,304,182,98,98,122,90,29,1108,954,188,63,30,66,12,177,"Guerrero"
"405",12039,"Juan R. Escudero",25742,15.311,27.156,13.246,0.493,39.983,38.78,30.92,2.15,74.38,31.51,43.22,80.56,5,-0.07,"Bajo",0,0,0,41,21,31,38,80,28,9,0,25,6,1,1,4,3,4,123,21,3,1,1,1,12,32,"Guerrero"
"406",12040,"Leonardo Bravo",26857,7.396,22.899,8.568,0.404,30.935,22.85,49.24,0.55,87.94,35.99,30.46,84.73,6.06,0.56,"Medio",0,0,0,0,7,22,14,17,5,2,1,6,7,7,7,6,3,0,12,35,13,2,0,0,12,15,"Guerrero"
"407",12041,"Malinaltepec",28166,4.059,37.707,11.933,0.369,60.213,19.28,25.56,0,88.5,50.02,26.43,90.39,2.57,2.08,"Muy alto",0,0,0,1,2,2,6,10,14,1,1,0,0,0,0,7,0,0,0,5,11,10,3,1,12,3,"Guerrero"
"408",12042,"Martir de Cuilapan",19306,5.067,30.706,16.183,0.394,37.241,35.9,30.57,0,85.55,40.01,30.21,89.85,7.73,1.14,"Alto",0,0,2,6,4,3,4,9,2,2,1,2,2,8,8,3,28,1,13,16,3,1,0,0,12,7,"Guerrero"
"409",12043,"Metlatonoc",19095,9.026,26.788,7.283,0.46,13.793,20.55,51.1,0,97.72,67.76,7.73,92.03,9.04,2.91,"Muy alto",0,0,0,3,0,1,2,2,1,0,0,0,2,4,4,0,0,0,0,6,3,1,1,0,12,2,"Guerrero"
"410",12044,"Mochitlan",13196,6.018,26.927,9.05,0.467,21.475,33.44,0,0,69.06,25.54,30.12,79.4,4.41,0.2,"Medio",0,0,1,0,7,0,3,14,15,2,2,4,9,7,7,1,1,1,27,180,18,3,0,0,12,7,"Guerrero"
"411",12045,"Olinala",26372,11.613,25.963,9.132,0.476,27.669,0,52.45,0.54,88.68,45.95,21.61,89.07,9.68,1.81,"Muy alto",0,0,1,1,2,1,3,14,3,6,5,7,2,2,2,2,0,0,1,6,11,4,0,0,12,25,"Guerrero"
"412",12046,"Ometepec",69853,7.463,31.688,16.854,0.449,111.615,49.79,44.98,1.52,68.19,31.12,36.3,81.47,4.57,0.65,"Medio",0,0,0,7,84,122,128,71,33,18,6,43,32,35,35,54,11,3,292,601,72,9,13,6,12,85,"Guerrero"
"413",12047,"Pedro Ascencio Alquisiras",7049,15.531,26.028,14.514,0.392,13.872,70.43,28.08,0,89.58,37.48,10.59,89.85,8.77,2.12,"Muy alto",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,12,3,"Guerrero"
"414",12048,"Petatlan",45389,10.654,33.92,10.975,0.399,21.52,78.12,58.41,1.21,54.97,19.01,41.88,70.64,10.41,-0.21,"Bajo",0,0,0,8,13,53,47,70,25,5,10,24,14,4,4,14,21,15,111,87,11,1,4,5,12,50,"Guerrero"
"415",12049,"Pilcaya",13270,10.115,26.097,10.155,0.374,205.362,24.96,107.83,0,62.14,14.98,51.62,84.67,7.63,-0.11,"Bajo",0,0,0,3,0,1,4,2,1,0,2,6,15,1,1,0,0,0,0,24,2,4,4,2,12,9,"Guerrero"
"416",12050,"Pungarabato",38809,14.07,32.064,31.221,0.409,181.262,33.84,33.72,2.19,52.67,15.39,55.99,77.45,6.34,-0.59,"Bajo",0,0,3,40,148,14,26,33,29,26,38,99,46,20,20,7,1,6,187,175,101,39,8,6,12,121,"Guerrero"
"417",12051,"Quechultenango",36981,7.85,25.782,6.285,0.417,38.876,13.96,19.46,0.4,94.17,56.38,33.31,90.43,5.93,0.92,"Medio",0,0,1,0,4,17,12,12,10,9,2,3,7,5,5,3,7,2,152,272,20,4,1,1,12,22,"Guerrero"
"418",12052,"San Luis Acatlan",45121,4.668,24.036,10.968,0.446,65.687,16.26,20.8,0.33,86.03,47.8,24.4,89.02,5.51,2.23,"Muy alto",0,0,0,1,2,11,30,20,12,2,1,7,4,17,17,16,11,1,45,103,25,1,5,0,12,20,"Guerrero"
"419",12053,"San Marcos",50859,17.409,30.546,11.377,0.372,52.174,25.54,25.46,0.82,60.48,20.51,39.83,78.36,4.06,0.62,"Medio",0,1,2,4,20,19,21,9,14,3,4,17,18,11,11,14,11,10,98,83,8,6,0,3,12,41,"Guerrero"
"420",12054,"San Miguel Totolapan",28289,10.265,26.745,23.47,0.476,9.116,17.33,17.25,0,84.29,41.73,19.26,89.24,10.43,1.89,"Muy alto",0,0,0,0,0,0,36,15,1,2,15,30,0,1,1,13,1,0,3,25,11,16,8,2,12,9,"Guerrero"
"421",12055,"Taxco de Alarcon",112561,7.89,28.727,9.854,0.417,304.282,53.82,72.75,1.25,74.98,26.79,24.05,75.12,5.01,-0.23,"Bajo",0,2,19,46,44,47,29,25,32,44,248,456,142,164,164,94,93,16,158,331,252,108,63,74,12,127,"Guerrero"
"422",12056,"Tecoanapa",47593,11.741,24.07,8.491,0.375,59.291,6.59,19.7,0.31,82.68,39.1,29.86,83.86,3.22,0.8,"Medio",0,0,0,2,10,43,33,8,5,3,5,8,25,23,23,50,79,35,319,67,9,0,0,1,12,17,"Guerrero"
"423",12057,"Tecpan de Galeana",66974,10.288,30.674,14.113,0.385,25.706,39.91,21.45,1.05,37.81,7,27.98,81.68,6.12,-0.01,"Bajo",0,0,0,3,16,46,47,19,23,18,20,132,34,14,14,15,5,3,66,100,11,13,1,1,12,78,"Guerrero"
"424",12058,"Teloloapan",59123,19.931,31.193,17.401,0.457,48.219,23.32,23.25,1.26,63.92,17.32,33.02,77.86,5.19,0.21,"Medio",0,0,1,9,6,19,36,13,12,12,12,33,8,3,3,15,15,18,35,40,11,15,8,4,12,52,"Guerrero"
"425",12059,"Tepecoacuilco de Trujano",32914,19.724,29.637,12.58,0.41,31.307,47.43,28.42,0,75.07,30.87,31.85,81.81,7.95,0.52,"Medio",0,0,2,14,4,9,1,6,11,18,43,19,7,7,7,7,0,0,8,22,25,6,4,2,12,12,"Guerrero"
"426",12060,"Tetipac",14890,13.684,24.005,10.008,0.359,50.323,44.43,51.68,0,79.27,30.95,27.87,87.67,5.9,0.35,"Medio",0,0,0,0,4,1,1,1,1,0,2,9,0,2,2,3,2,1,7,1,7,7,1,0,12,4,"Guerrero"
"427",12061,"Tixtla de Guerrero",44479,2.937,30.755,16.691,0.471,148.866,39.77,39.59,0.65,57.86,22.53,35.15,69.32,4.2,0.41,"Medio",0,1,2,21,70,100,109,243,106,24,34,40,59,15,15,14,21,13,121,426,90,4,12,3,12,52,"Guerrero"
"428",12062,"Tlacoachistlahuaca",24221,12.848,32.464,25.287,0.46,50.557,42.55,50.64,0,83.11,43.18,27.37,88.42,14.81,2.29,"Muy alto",0,0,0,1,1,3,6,1,1,0,4,6,1,0,0,4,0,0,11,43,10,1,1,0,12,4,"Guerrero"
"429",12063,"Tlacoapa",10420,1.579,35.595,6.47,0.389,30.929,0,18.71,0,92.04,49.83,4.84,89.72,6.24,2.86,"Muy alto",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,5,1,3,0,12,1,"Guerrero"
"430",12064,"Tlalchapa",12711,31.956,28.522,20.59,0.439,28.195,34.86,0,0,46.59,11.08,49.54,76.13,7.39,-0.18,"Bajo",0,0,0,4,21,6,12,1,1,2,4,16,18,2,2,1,0,0,20,115,24,36,14,4,12,10,"Guerrero"
"431",12065,"Tlalixtaquilla de Maldonado",7626,26.075,23.462,13.906,0.395,22.932,13.33,0,0,77.86,27.13,19.13,86.35,5.52,0.76,"Medio",0,0,0,1,1,0,0,1,0,1,25,10,5,1,1,7,1,1,12,9,36,12,5,1,12,4,"Guerrero"
