"","cve_ent","mpio","poblacion_2022","hogrem2015","hogremjefmuj2015","popnoafmed2015","gini2015","popden2020","crimen_2018","crimen_2019","inclusion_fin_2019","porcentaje_pob_pobreza","porcentaje_pob_pobreza_ext","porcentaje_pob_servicios_salud","porcentaje_pob_acceso_ss","pob_6.14_no_edu","rezago_social","grado_rs","feb_2020","march_2020","april_2020","may_2020","june_2020","july_2020","august_2020","sept_2020","oct_2020","nov_2020","dic_2020","jan_2021","feb_2021","mar_2021...32","mar_2021...33","april_2021","may_2021","june_2021","july_2021","august_2021","sept_2021","oct_2021","nov_2021","dic_2021","ent_id","n","entidad"
"2144",30063,"Chontla",15234,2.277,21.906,16.663,0.361,36.995,13.48,0,0,68.43,18.86,37.53,79.29,4.13,0.66,"Medio",0,0,0,2,0,2,2,0,0,1,0,1,1,1,1,0,0,0,1,6,4,0,0,0,30,6,"Veracruz de Ignacio de la Llave"
"2145",30064,"Chumatlan",4095,2.238,38.454,9.768,0.388,110.718,0,0,0,88.24,45.38,10.14,87.95,3.07,1.38,"Alto",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,30,2,"Veracruz de Ignacio de la Llave"
"2146",30065,"Emiliano Zapata",84197,1.882,28.682,28.241,0.413,216.537,20.9,11.05,0.18,39.48,6.48,29.02,54.42,4.38,-0.97,"Muy bajo",0,0,7,6,39,56,51,25,12,18,10,54,19,26,26,20,11,52,93,103,50,28,8,7,30,48,"Veracruz de Ignacio de la Llave"
"2147",30066,"Espinal",28537,3.734,26.503,17.086,0.408,87.224,11.21,18.56,0,77.72,25.35,27.41,84.3,4.59,0.4,"Medio",0,0,0,3,3,10,3,1,2,6,2,9,2,0,0,2,0,0,1,9,9,2,0,0,30,14,"Veracruz de Ignacio de la Llave"
"2148",30067,"Filomeno Mata",19443,1.894,14.015,9.675,0.458,306.864,0,0,0,94.85,48.96,10.16,94.27,11.92,1.5,"Alto",0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,5,3,2,0,0,30,2,"Veracruz de Ignacio de la Llave"
"2149",30068,"Fortin",70428,2.769,33.494,25.06,0.405,906.721,21.26,39.2,1.81,50.88,10.39,40.2,58.65,5.63,-0.88,"Muy bajo",0,2,7,25,155,225,93,77,46,45,59,149,49,21,21,10,16,87,556,372,154,40,18,17,30,78,"Veracruz de Ignacio de la Llave"
"2150",30069,"Gutierrez Zamora",25874,3.042,37.621,20.544,0.382,103.104,68.49,52.22,2.09,57.79,10.15,24.43,74.22,4.65,-0.39,"Bajo",0,0,0,4,13,14,16,12,10,2,8,27,6,1,1,0,1,5,10,28,19,1,2,2,30,37,"Veracruz de Ignacio de la Llave"
"2151",30070,"Hidalgotitlan",19739,6.405,22.247,15.357,0.367,10.95,10.24,10.17,0.69,75.32,23.35,25.33,87.38,6.27,0.27,"Medio",0,0,0,0,0,2,2,3,0,0,0,3,1,0,0,0,0,0,1,10,6,1,0,0,30,6,"Veracruz de Ignacio de la Llave"
"2152",30071,"Huatusco",63649,2.973,28.228,23.748,0.434,282.375,8.29,4.93,1.36,68.31,15.78,46.81,80.46,8.49,-0.18,"Bajo",0,0,0,8,9,10,16,7,7,10,7,18,8,12,12,10,0,12,44,80,51,26,9,3,30,115,"Veracruz de Ignacio de la Llave"
"2153",30072,"Huayacocotla",22587,4.285,26.685,19.246,0.447,38.797,13.56,4.49,0,78.28,21.35,37.56,86.98,7.08,0.57,"Medio",0,0,0,3,2,2,5,2,0,4,7,13,1,1,1,25,1,1,3,2,5,11,2,0,30,17,"Veracruz de Ignacio de la Llave"
"2154",30073,"Hueyapan de Ocampo",45332,2.706,29.008,14.339,0.43,50.558,11.14,15.5,0,77.06,26.26,23.73,69.06,6.52,0.32,"Medio",0,0,1,3,8,8,5,8,2,0,1,16,6,1,1,1,0,0,43,80,94,10,3,6,30,25,"Veracruz de Ignacio de la Llave"
"2155",30074,"Huiloapan de Cuauhtemoc",7636,1.893,39.589,13.364,0.375,305.146,0,13.67,0,55.04,9.52,22.58,56.29,4.56,-0.67,"Bajo",0,0,0,0,6,32,16,11,7,1,1,10,10,2,2,6,4,0,16,26,21,6,1,0,30,1,"Veracruz de Ignacio de la Llave"
"2156",30075,"Ignacio de la Llave",18267,8.999,43.813,14.423,0.366,34.341,5.82,0,0.76,70.48,17.06,36.69,80.17,5.56,0.1,"Bajo",0,0,0,2,3,2,5,3,0,1,1,6,3,1,1,0,0,4,3,13,9,5,0,0,30,15,"Veracruz de Ignacio de la Llave"
"2157",30076,"Ilamatlan",14240,2.304,24.445,12.654,0.411,71.003,0,7.16,0,91.74,42.86,18.15,81.63,8.08,2.37,"Muy alto",0,0,0,0,0,1,0,2,0,1,0,0,0,2,2,0,0,0,1,8,1,1,0,0,30,1,"Veracruz de Ignacio de la Llave"
"2158",30077,"Isla",45440,6.071,29.302,20.732,0.373,59.887,12.99,17.19,1.75,65.51,13.85,33.26,81.08,10.36,-0.29,"Bajo",0,0,0,11,22,38,20,4,5,3,0,15,6,8,8,2,0,7,76,83,12,2,2,3,30,52,"Veracruz de Ignacio de la Llave"
"2159",30078,"Ixcatepec",14148,3.487,21.876,9.771,0.401,53.939,0,0,0,79.08,27.96,22.1,81.23,3.13,1.01,"Alto",0,0,0,0,2,2,2,0,2,0,1,3,2,0,0,0,0,0,1,8,1,1,0,0,30,7,"Veracruz de Ignacio de la Llave"
"2160",30079,"Ixhuacan de los Reyes",11998,1.163,17.824,8.705,0.347,99.624,8.62,8.55,0,89.28,18.66,15.93,90.5,9.58,0.68,"Medio",0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,2,1,9,3,1,1,0,30,6,"Veracruz de Ignacio de la Llave"
